,ADRO.JK,AKRA.JK,ANTM.JK,ASII.JK,BRPT.JK,BSDE.JK,BTPS.JK,CPIN.JK,CTRA.JK,ERAA.JK,EXCL.JK,ICBP.JK,INCO.JK,INDF.JK,INDY.JK,INTP.JK,ITMG.JK,JPFA.JK,JSMR.JK,KLBF.JK,LPPF.JK,PTBA.JK,PTPP.JK,SCMA.JK,SMGR.JK,TLKM.JK,UNTR.JK,UNVR.JK,WIKA.JK,WSBP.JK
LPPF.JK,-0.5011740321297012,-0.18799035754954646,-0.5195761280430081,-0.6484333633376684,-0.14653319614842936,-0.33799658949061245,-0.7379413928319065,-0.6059170260096176,-0.43417256794916176,-0.6178340581280113,-0.5755901474293224,-0.4776243932212519,0.14875706561461116,-0.6387708635130803,-0.22808841966294632,-0.7018552728333893,-0.5970031767572459,-0.5356781486577361,-0.4502698214031288,-0.5250463241404772,1.0,-0.4718690051129659,0.8598529984510542,-0.5079717191384814,-0.6603234958066315,-0.5618045095329696,-0.6403722056427643,-0.5279187571609718,-0.2314537757748055,0.22558740489227405
PTBA.JK,0.5099190208770684,0.41617685469642385,-0.8898769837172653,0.7765371976794299,0.7161752027467518,0.3896176545500538,-0.79690731889331,0.7774756014770534,0.6477092096299042,0.4168591613558858,0.07445114037026322,0.8636238748222009,0.13629625492498204,0.7715199762543516,0.28215062935978713,0.7189006102247248,0.4779388133176809,0.8771137509735097,0.4451684345095742,0.7142298175803018,-0.4718690051129659,1.0,0.26342769065463056,0.5877272532649577,0.523389672104845,-0.5478780597976937,0.879179338999662,0.8351846998175821,0.40031911121149083,0.8347403862061239
PTPP.JK,-0.26323832517668727,0.613316956609608,-0.4933996123062064,0.6688168093864626,0.1781344503545234,0.8636007209669546,0.20284261663177588,0.28193508485991886,0.8852566758076643,-0.5865316302849267,-0.5459938774885341,0.7620342282338085,-0.2942456616563061,0.7380931832624741,-0.4781759650498137,0.4999405069140557,-0.6918677343024834,0.27338991217998904,0.5359318927962107,0.8157445129434611,0.8598529984510542,0.26342769065463056,1.0,0.7386658106347918,0.14310198534916793,-0.16213085180442027,0.22358552738756207,0.7943217833841733,0.8782596780007845,0.8227851007785217
SCMA.JK,-0.1731064764275129,0.5321733220580073,-0.9109431145166521,0.9303768887977596,0.16901855771117952,0.9204597468762019,-0.7380796978656019,0.7991587991026109,0.9377808690764416,-0.4626945987281033,0.4964679141495016,0.8333812122052686,-0.1692385191741592,0.8996429230181243,-0.5490736441609688,0.8819171038070017,-0.013770194475593902,0.7821155419384251,0.9022536634014492,0.9521174669938234,-0.5079717191384814,0.5877272532649577,0.7386658106347918,1.0,0.8392111790941981,-0.6681789312996601,0.7247607871745732,0.8623016290634916,0.9193582903230918,0.7768233299169685
SMGR.JK,-0.05575079394769458,-0.2640418088969713,0.7788205225964564,0.866798108453468,0.17934111931925117,0.7332562650763838,0.6585229591660576,0.8749270298574416,0.7658667328373693,0.3461620991196408,0.6867939652558319,0.6683050598810086,0.019881447051455153,0.8452360731447283,-0.36432240248409203,0.9489584327316066,0.34974322943541597,0.7600559810856855,0.9045295497077781,0.835618601628124,-0.6603234958066315,0.523389672104845,0.14310198534916793,0.8392111790941981,1.0,0.8746360093930882,0.6621962332215671,0.7038404721986684,0.7305366916805714,-0.5182984686277292
TLKM.JK,-0.30994659191698887,-0.05191186179623526,0.7342102237144009,-0.6509809232400252,0.5831823272406402,0.037006634824451504,0.6260610620273073,0.3851253066129837,0.8009092145131459,0.7600875841519734,0.6059779729913631,0.7329275351197693,0.6902584123817355,0.6842933292142324,0.22975256660339907,0.6129359092912451,-0.5225467867983675,0.5435707206116535,0.16478771509152823,0.5706120148860584,-0.5618045095329696,-0.5478780597976937,-0.16213085180442027,-0.6681789312996601,0.8746360093930882,1.0,-0.39064775445420163,0.1010148907747311,0.15108608516530705,-0.3477573324773587
UNTR.JK,0.6728227585461599,0.544046830697749,-0.7623696219588135,0.8989690576671218,0.562710495839252,0.5494086507091552,-0.677530307114526,0.751943468932744,0.7848931047619557,0.1868298728750743,0.34436423589873894,0.8571222605180674,0.13668377981620314,0.9052434826665834,0.33689661591562753,0.8895359708315611,0.6044153293232447,0.8404506483445886,0.61013884682414,0.7907234977588588,-0.6403722056427643,0.879179338999662,0.22358552738756207,0.7247607871745732,0.6621962332215671,-0.39064775445420163,1.0,0.8725686669169613,0.43680690492627305,0.9005233504648366
UNVR.JK,0.1911062693533033,0.4418109467113662,0.013022641669970345,0.9399701312640872,0.5509256695560133,0.8210995842898514,0.1826068745851176,0.823229186765684,0.9094218560051714,-0.1729366922523618,0.22331333705545156,0.9811608736036047,-0.09239442822790188,0.939994966244835,-0.184907795099784,0.8719864419710419,0.11898716561963193,0.8577004420092544,0.7744050395232578,0.9435860619959934,-0.5279187571609718,0.8351846998175821,0.7943217833841733,0.8623016290634916,0.7038404721986684,0.1010148907747311,0.8725686669169613,1.0,0.8120911216251022,0.19944650061445052
WIKA.JK,-0.21474334242273824,0.533163988951915,-0.1626719561277384,0.831211459737001,0.1342041306141199,0.9121634076301497,0.8868183528098756,0.7038289680216268,0.9458308434253522,-0.43783054198504046,0.23562427498821234,0.8031562817203146,-0.2956275800817506,0.835197061252042,-0.58566449729292,0.8035850367865012,-0.1563895674487246,0.6064797313306913,0.8564748148371484,0.9368463126500789,-0.2314537757748055,0.40031911121149083,0.8782596780007845,0.9193582903230918,0.7305366916805714,0.15108608516530705,0.43680690492627305,0.8120911216251022,1.0,0.635149738148536
WSBP.JK,0.8169346734753049,0.655450657846005,-0.7014567968619005,0.8330654307027016,-0.44424189213128457,0.7315076094786086,0.08306146453051638,0.3876788024756814,-0.46760476299618065,-0.16706487777435586,-0.8056689264590459,-0.7621930428345421,-0.4851449910155252,-0.7070904347256266,0.5784601739084674,-0.3068491616810557,0.7840071213441017,0.21726268142413022,0.3015456137540005,-0.3496001752586757,0.22558740489227405,0.8347403862061239,0.8227851007785217,0.7768233299169685,-0.5182984686277292,-0.3477573324773587,0.9005233504648366,0.19944650061445052,0.635149738148536,1.0
