Date,ADRO.JK,AKRA.JK,ANTM.JK,ASII.JK,BRPT.JK,BSDE.JK,BTPS.JK,CPIN.JK,CTRA.JK,ERAA.JK,EXCL.JK,ICBP.JK,INCO.JK,INDF.JK,INDY.JK,INTP.JK,ITMG.JK,JPFA.JK,JSMR.JK,KLBF.JK,LPPF.JK,PTBA.JK,PTPP.JK,SCMA.JK,SMGR.JK,TLKM.JK,UNTR.JK,UNVR.JK,WIKA.JK,WSBP.JK
2001-03-16,,,,2.041331052780152,,,,,48.60987854003906,,,317.7571105957031,,525.3914794921875,,824.9878540039062,,,,,,,,,,,228.2418670654297,,,
2001-03-19,,,,1.9697058200836184,,,,,44.1908073425293,,,308.41131591796875,,509.93878173828125,,824.9878540039062,,,,,,,,,,,213.22579956054688,,,
2001-03-20,,,,1.9338934421539309,,,,,41.98130416870117,,,308.41131591796875,,509.93878173828125,,824.9878540039062,,,,,,,,,,,207.21942138671875,,,
2001-03-21,,,,2.041331052780152,,,,,46.40038681030274,,,317.7571105957031,,525.3914794921875,,807.4349975585938,,,,,,,,,,,219.2321014404297,,,
2001-03-22,,,,1.9338934421539309,,,,,46.40038681030274,,,308.41131591796875,,509.93878173828125,,807.4349975585938,,,,,,,,,,,207.21942138671875,,,
2001-03-23,,,,2.0055184364318848,,,,,53.02898025512695,,,317.7571105957031,,525.3914794921875,,807.4349975585938,,,,,,,,,,,219.2321014404297,,,
2001-03-27,,,,1.9697058200836184,,,,,48.60987854003906,,,308.41131591796875,,509.93878173828125,,824.9878540039062,,,,,,,,,,,213.22579956054688,,,
2001-03-28,,,,2.0055184364318848,,,,,46.40038681030274,,,317.7571105957031,,525.3914794921875,,824.9878540039062,,,,,,,,,,,210.2222595214844,,,
2001-03-29,,,,2.0771436691284184,,,,,48.60987854003906,,,317.7571105957031,,525.3914794921875,,842.5408325195312,,51.02125549316406,,,,,,,,,213.22579956054688,,,
2001-03-30,,,,2.0055184364318848,,,,,46.40038681030274,,,317.7571105957031,,525.3914794921875,,842.5408325195312,,48.59167861938477,,,,,,,,,210.2222595214844,,,
2001-04-02,,,,1.9338934421539309,,,,,46.40038681030274,,,308.41131591796875,,509.93878173828125,,842.5408325195312,,55.88041687011719,,,,,,,,,207.21942138671875,,,
2001-04-03,,,,1.898080825805664,,,,,44.1908073425293,,,299.0655212402344,,494.4859924316406,,824.9878540039062,,,,,,,,,,,207.21942138671875,,,
2001-04-04,,,,1.7906415462493896,,,,,48.60987854003906,,,299.0655212402344,,494.4859924316406,,824.9878540039062,,31.5845890045166,,,,,,,,,201.21310424804688,,,
2001-04-05,,,,1.7906415462493896,,,,,46.40038681030274,,,299.0655212402344,,494.4859924316406,,789.8819580078125,,,,,,,,,,,201.21310424804688,,,
2001-04-06,,,,1.8264535665512085,,,,,44.1908073425293,,,299.0655212402344,,494.4859924316406,,789.8819580078125,,,,,,,,,,,201.21310424804688,,,
2001-04-09,,,,1.7906415462493896,,,,,44.1908073425293,,,289.7196960449219,,479.0333862304688,,789.8819580078125,,31.5845890045166,,,,,,,,,198.20957946777344,,,
2001-04-10,,,,1.898080825805664,,,,,44.1908073425293,,,289.7196960449219,,479.0333862304688,,789.8819580078125,,31.5845890045166,,,,,,,,,210.2222595214844,,,
2001-04-11,,,,1.898080825805664,,,,,44.1908073425293,,,289.7196960449219,,479.0333862304688,,789.8819580078125,,,,,,,,,,,207.21942138671875,,,
2001-04-12,,,,1.8622680902481081,,,,,44.1908073425293,,,299.0655212402344,,494.4859924316406,,772.3290405273438,,,,,,,,,,,207.21942138671875,,,
2001-04-16,,,,1.8264535665512085,,,,,44.1908073425293,,,289.7196960449219,,479.0333862304688,,772.3290405273438,,,,,,,,,,,204.2159118652344,,,
2001-04-17,,,,1.7906415462493896,,,,,41.98130416870117,,,299.0655212402344,,494.4859924316406,,772.3290405273438,,31.5845890045166,,,,,,,,,204.2159118652344,,,
2001-04-18,,,,1.8264535665512085,,,,,39.77170944213867,,,289.7196960449219,,479.0333862304688,,772.3290405273438,,,,,,,,,,,195.20672607421875,,,
2001-04-19,,,,1.7906415462493896,,,,,35.35261917114258,,,289.7196960449219,,479.0333862304688,,719.6702270507812,,,,,,,,,,,171.1814422607422,,,
2001-04-20,,,,1.6473898887634275,,,,,35.35261917114258,,,289.7196960449219,,479.0333862304688,,684.5643310546875,,,,,,,,,,,159.16879272460938,,,
2001-04-23,,,,1.6473898887634275,,,,,33.14312744140625,,,280.3739013671875,,463.5807189941406,,702.117431640625,,,,,,,,,,,156.165283203125,,,
