Date,High,Low,Open,Close,Volume,Adj Close
2011-11-08,1570.0,1450.0,1540.0,1540.0,42146000.0,1540.0
2011-11-09,1560.0,1500.0,1510.0,1510.0,3774500.0,1510.0
2011-11-10,1490.0,1450.0,1460.0,1460.0,2441500.0,1460.0
2011-11-11,1470.0,1450.0,1470.0,1470.0,1425000.0,1470.0
2011-11-14,1490.0,1460.0,1480.0,1480.0,1145500.0,1480.0
2011-11-15,1480.0,1470.0,1470.0,1470.0,464000.0,1470.0
2011-11-16,1460.0,1440.0,1450.0,1450.0,800000.0,1450.0
2011-11-17,1480.0,1440.0,1480.0,1480.0,1616000.0,1480.0
2011-11-18,1470.0,1440.0,1450.0,1450.0,2571500.0,1450.0
2011-11-21,1450.0,1420.0,1450.0,1450.0,636000.0,1450.0
2011-11-22,1450.0,1410.0,1450.0,1450.0,1058500.0,1450.0
2011-11-23,1440.0,1410.0,1440.0,1440.0,16500.0,1440.0
2011-11-24,1450.0,1400.0,1450.0,1450.0,95500.0,1450.0
2011-11-25,1440.0,1410.0,1440.0,1440.0,59000.0,1440.0
2011-11-28,1440.0,1400.0,1440.0,1440.0,191000.0,1440.0
2011-11-29,1430.0,1420.0,1430.0,1430.0,88500.0,1430.0
2011-11-30,1460.0,1430.0,1460.0,1460.0,540500.0,1460.0
2011-12-01,1460.0,1460.0,1460.0,1460.0,0.0,1460.0
2011-12-02,1440.0,1430.0,1440.0,1440.0,10000.0,1440.0
2011-12-05,1440.0,1430.0,1440.0,1440.0,31000.0,1440.0
2011-12-06,1430.0,1420.0,1430.0,1430.0,532500.0,1430.0
2011-12-07,1440.0,1420.0,1440.0,1440.0,71500.0,1440.0
2011-12-08,1440.0,1420.0,1440.0,1440.0,14500.0,1440.0
2011-12-09,1430.0,1400.0,1430.0,1430.0,13000.0,1430.0
2011-12-12,1420.0,1400.0,1420.0,1420.0,57000.0,1420.0
2011-12-13,1420.0,1400.0,1420.0,1420.0,9500.0,1420.0
2011-12-14,1430.0,1390.0,1430.0,1430.0,382500.0,1430.0
2011-12-15,1420.0,1410.0,1420.0,1420.0,1500.0,1420.0
2011-12-16,1420.0,1400.0,1420.0,1420.0,10000.0,1420.0
2011-12-19,1420.0,1420.0,1420.0,1420.0,0.0,1420.0
2011-12-20,1430.0,1430.0,1430.0,1430.0,10000.0,1430.0
2011-12-21,1430.0,1400.0,1430.0,1430.0,50500.0,1430.0
2011-12-22,1420.0,1410.0,1420.0,1420.0,6000.0,1420.0
2011-12-23,1420.0,1420.0,1420.0,1420.0,3000.0,1420.0
2011-12-27,1470.0,1410.0,1470.0,1470.0,247500.0,1470.0
2011-12-28,1470.0,1420.0,1470.0,1470.0,42000.0,1470.0
2011-12-29,1490.0,1400.0,1490.0,1490.0,170000.0,1490.0
2011-12-30,1520.0,1430.0,1520.0,1520.0,236000.0,1520.0
2012-01-02,1490.0,1450.0,1490.0,1490.0,10500.0,1490.0
